0	6.6238926935e-05	0.00046166871228
0.01961	-0.00021403517982	0.005800671767
0.03922	-0.0005388811099999999	0.011030961016
0.05883	-0.0011257458959	0.015061612083
0.07844	-0.0017000772763	0.01875942797
0.09805	-0.0020711730185	0.022431245211
0.11766	-0.0023379481607	0.026193543569
0.13727	-0.0025518513965	0.029887097018
0.15688	-0.0026546465991	0.033400593681
0.17649	-0.0027774228991	0.036448487199
0.1961	-0.0028374278165	0.038668196875
0.21571	-0.0024894383844	0.039777427044
0.23532	-0.0016827847223	0.039366133073
0.25493	-0.00077685358519	0.036779972464
0.27454	-0.00020508892425	0.031058713445
0.29415	-3.5340830785e-05	0.020413373612
0.31376	-1.5963454373e-05	0.0074487693808
0.33337	-2.1101199338e-05	-0.0033632168511
0.35298	-7.084332724800001e-05	-0.010292071437
0.37259	-3.9286405995e-05	-0.015909062221
0.3922	0.00013777336091	-0.021442513153
0.41181	0.00028288667254	-0.026950832557
0.43142	0.00030898965015	-0.032685491309
0.45103	0.00035627132626	-0.038267955546
0.47064	0.00017228057589	-0.043488339031
0.49025	-0.0003387450481	-0.048145052565
0.50986	-0.0009901442880900001	-0.051861914315
0.52947	-0.0014479577518	-0.054225451562
0.54908	-0.0016953184785	-0.055611436335
0.56869	-0.0018780740228	-0.056558131696
0.5883	-0.0021267199637	-0.057136418602
0.60791	-0.0024536757681	-0.057516042049
0.62752	-0.0026073477539	-0.05786885251
0.64713	-0.0026163254726	-0.058277567296
0.66674	-0.002850949387	-0.058789218119
0.68635	-0.0030829238594	-0.058898063941
0.70596	-0.0029122455696	-0.058021802502
0.72557	-0.0022825468864	-0.055539259261
0.74518	-0.0015567646797	-0.051083272508
0.76479	-0.00079943981037	-0.043842118251
0.7844	-0.00031580357431	-0.032900500643
0.80401	-5.8845616579e-05	-0.017938486751
0.82362	0.00017471943787	-0.0035075972499
0.84323	0.00038814978658	0.0065293957175
0.8628400000000001	0.00047624337851	0.012599017598
0.88245	0.00050093634154	0.018230231642
0.90206	0.00056016636398	0.023934971342
0.92167	0.00057217188127	0.029598488227
0.94128	0.00071040295556	0.035233621655
0.96089	0.00087391396882	0.040619581175
0.9805	0.00083353610837	0.04567963943
1.00011	0.0004969784836	0.050045780977
1.01972	-0.0001195576452	0.053409983901
1.03933	-0.00074861944092	0.055459517034
1.05894	-0.0012786623386	0.056379499816
1.07855	-0.0015835882711	0.056734827821
1.09816	-0.0018652334276	0.057195909901
1.11777	-0.0021147562893	0.057902966691
1.13738	-0.0023745775215	0.058715493306
1.15699	-0.0025768665444	0.059510038612
1.1766	-0.0025360357626	0.059746104889
1.19621	-0.0020546043241	0.058981744487
1.21582	-0.0013251879786	0.057134527085
1.23543	-0.00068758726583	0.053879500649
1.25504	-0.00025284768357	0.048260199996
1.27465	0.00010307867027	0.039319407511
1.29426	0.00011676348384	0.025608489663
1.31387	9.923171294400001e-05	0.01008510536
1.33348	6.235910517300001e-05	-0.0022812807646
1.35309	2.7100004366e-05	-0.009835812207299999
1.3727	2.8623069445e-07	-0.015758810409
1.39231	0.00012890070866	-0.021635819782
1.41192	0.00022167594184	-0.027313304322
1.43153	0.00022552422089	-0.032778261399
1.45114	0.00037808718335	-0.038207859354
1.47075	0.00044041840383	-0.043634532286
1.49036	0.00032621263949	-0.048371889364
1.50997	-0.00011274063902	-0.051977207674
1.52958	-0.00088366667249	-0.05416677228
1.54919	-0.0017068758812	-0.05544510074
1.5688	-0.0020831022816	-0.056260934489
1.58841	-0.0020055792397	-0.056815696797
1.60802	-0.0019111716695	-0.057460660978
1.62763	-0.0018622851201	-0.058244970845
1.64724	-0.0019355739402	-0.05888780263
1.66685	-0.002179847398	-0.058953153388
1.68646	-0.002396371204	-0.058646800385
